treasure itemtypes "Common","Uncommon","Rare","Epic","Legendary","Divine","Unique"
object category "I_SKILLBOOK_Fire_Fireball",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Fire_InfectiousFlame",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Fire_Supernova",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Fire_LaserRay",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Fire_FireWhip",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Fire_FlamingTongues",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Fire_MeteorShower",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Fire_FireBrand",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Fire_FlamingCrescendo",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Fire_SparkingSwings",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Fire_Sabotage",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Fire_LaunchExplosiveTrap",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Fire_Fireblood",1,0,0,0,0,0,0,0
new treasuretable "ST_Skillbook_WaterTrainer"
MinLevel "-30"
MaxLevel "0"
new subtable "1,1"
object category "I_SKILLBOOK_Water_Rain",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Water_FrostyShell",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Water_Restoration",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Water_WinterBlast",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Water_GlobalCooling",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Water_SteamLance",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Water_ChainHeal",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Water_HailStrike",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Water_FrostAura",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Water_IceFan",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Water_ArcaneStitch",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Water_CryogenicStasis",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Water_HailAttack",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Water_Shatter",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Water_IceBreaker",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Water_CleanseWounds",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Water_HealingTears",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Water_VampiricHunger",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Water_Cryotherapy",1,0,0,0,0,0,0,0
new treasuretable "ST_Skillbook_AirTrainer"
MinLevel "-30"
MaxLevel "0"
new subtable "1,1"
object category "I_SKILLBOOK_Air_ShockingTouch",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Air_FavourableWind",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Air_LightningBolt",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Air_BlindingRadiance",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Air_Teleportation_FreeFall",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Air_Netherswap",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Air_ElectricFence",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Air_ChainLightning",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Air_Tornado",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Air_DazingBolt",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Air_EvasiveManeuver",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Air_TimeWarp",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Air_PressureSpike",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Air_Superconductor",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Air_Lightning",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Air_VacuumTouch",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Air_VacuumAura",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Air_BreathingBubble",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Air_Vaporize",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Air_Windwalker",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Air_Apportation",1,0,0,0,0,0,0,0
new treasuretable "ST_Skillbook_EarthTrainer"
MinLevel "-30"
MaxLevel "0"
new subtable "1,1"
object category "I_SKILLBOOK_Earth_PyroclasticRock",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Earth_Contamination",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Earth_PoisonDart",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Earth_RockSpikes",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Earth_AcidSpores",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Earth_Fortify",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Earth_MendMetal",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Earth_WormTremor",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Earth_PoisonWave",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Earth_ReactiveArmor",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Earth_Earthquake",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Earth_SiphonPoison",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Earth_LivingWall",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Earth_PyroclasticEruption",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Earth_CorrosiveTouch",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Earth_CorrosiveSpray",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Earth_OilyCarapace",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Earth_Condense",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Earth_VenomCoating",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Earth_ThrowDust",1,0,0,0,0,0,0,0
new treasuretable "ST_Skillbook_NecromancyTrainer"
MinLevel "-30"
MaxLevel "0"
new subtable "1,1"
object category "I_SKILLBOOK_Necromancy_BloodBubble",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Necromancy_ShacklesOfPain",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Necromancy_MosquitoSwarm",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Necromancy_Infect",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Necromancy_DecayingTouch",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Necromancy_BloatedCorpse",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Necromancy_DeathWish",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Necromancy_BlackShroud",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Necromancy_DeathsDoor",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Necromancy_BonePile",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Necromancy_BoneCage",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Necromancy_GraspOfTheStarved",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Necromancy_SilencingStare",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Necromancy_LastRites",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Necromancy_NecromancerTotems",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Necromancy_RainOfBlood",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Water_BloodStorm",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Fire_CorpseExplosion",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Necromancy_FingerOfDeath",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Necromancy_HorridWilting",1,0,0,0,0,0,0,0
new treasuretable "ST_Skillbook_PolymorphTrainer"
MinLevel "-30"
MaxLevel "0"
new subtable "1,1"
object category "I_SKILLBOOK_Polymorph_ChickenTouch",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Polymorph_TentacleLash",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Polymorph_BullHorns",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Polymorph_SteelSkin",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Polymorph_ChameleonSkin",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Polymorph_Wings",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Polymorph_ShedSkin",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Polymorph_MedusaHead",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Polymorph_SpiderLegs",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Polymorph_SwapGround",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Polymorph_DemonicBargain",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Polymorph_StripResistance",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Polymorph_Equalize",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Polymorph_Apotheosis",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Polymorph_Acclimate",1,0,0,0,0,0,0,0
new treasuretable "ST_Skillbook_SummoningTrainer"
MinLevel "-30"
MaxLevel "0"
new subtable "1,1"
object category "I_SKILLBOOK_Summoning_Incarnate",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Summoning_DimensionalBolt",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Summoning_TotemFromSurface",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Summoning_RangedInfusion",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Summoning_PowerInfusion",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Summoning_Harmony",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Summoning_Supercharge",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Summoning_PlanarGateway",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Summoning_ShadowInfusion",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Summoning_Cannibalize",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Summoning_SoulMate",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Summoning_Ethereal",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Summoning_WarpInfusion",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Summoning_Charm",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Summoning_CloseTheDoor",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Summoning_ElementalInfusion",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Summoning_InnerDemon",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Polymorph_LaunchOilBlob",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Earth_ArtilleryPlant",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Rogue_LaunchBomber",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Fire_FireSlug",1,0,0,0,0,0,0,0
new treasuretable "CheatBooksEarth"
MinLevel "-19"
MaxLevel "19"
IgnoreLevelDiff 1
new subtable "-1"
object category "I_SKILLBOOK_Earth_PyroclasticRock",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Earth_Contamination",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Earth_PoisonDart",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Earth_RockSpikes",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Earth_AcidSpores",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Earth_PetrifyingTouch",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Earth_ArtilleryPlant",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Earth_MendMetal",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Earth_WormTremor",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Earth_PoisonWave",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Earth_ReactiveArmor",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Earth_Earthquake",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Earth_SiphonPoison",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Earth_LivingWall",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Earth_PyroclasticEruption",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Earth_Fortify",1,0,0,0,0,0,0,0
new treasuretable "CheatBooksPolymorph"
MinLevel "-19"
MaxLevel "19"
IgnoreLevelDiff 1
new subtable "-1"
object category "I_SKILLBOOK_Polymorph_ChickenTouch",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Polymorph_TentacleLash",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Polymorph_BullHorns",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Polymorph_SteelSkin",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Polymorph_ChameleonSkin",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Polymorph_Wings",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Polymorph_ShedSkin",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Polymorph_MedusaHead",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Polymorph_SpiderLegs",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Polymorph_SwapGround",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Polymorph_LaunchOilBlob",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Polymorph_DemonicBargain",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Polymorph_StripResistance",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Polymorph_Equalize",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Polymorph_Apotheosis",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Polymorph_Acclimate",1,0,0,0,0,0,0,0
new treasuretable "CheatBooksSummoning"
MinLevel "-19"
MaxLevel "19"
IgnoreLevelDiff 1
new subtable "-1"
object category "I_SKILLBOOK_Summoning_Incarnate",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Summoning_DimensionalBolt",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Summoning_TotemFromSurface",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Summoning_RangedInfusion",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Summoning_PowerInfusion",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Summoning_Harmony",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Summoning_Supercharge",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Summoning_PlanarGateway",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Summoning_ShadowInfusion",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Summoning_Cannibalize",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Summoning_SoulMate",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Summoning_Ethereal",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Summoning_WarpInfusion",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Summoning_Charm",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Summoning_CloseTheDoor",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Summoning_ElementalInfusion",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Summoning_InnerDemon",1,0,0,0,0,0,0,0
new treasuretable "CheatBooksWater"
MinLevel "-19"
MaxLevel "19"
IgnoreLevelDiff 1
new subtable "-1"
object category "I_SKILLBOOK_Water_Rain",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Water_FrostyShell",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Water_Restoration",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Water_WinterBlast",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Water_GlobalCooling",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Water_SteamLance",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Water_ChainHeal",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Water_HailStrike",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Water_FrostAura",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Water_IceFan",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Water_ArcaneStitch",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Water_CryogenicStasis",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Water_HailAttack",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Water_Shatter",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Water_IceBreaker",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Water_CleanseWounds",1,0,0,0,0,0,0,0
new treasuretable "CheatBooksNecromancy"
MinLevel "-19"
MaxLevel "19"
IgnoreLevelDiff 1
new subtable "-1"
object category "I_SKILLBOOK_Necromancy_BloodBubble",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Necromancy_ShacklesOfPain",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Necromancy_MosquitoSwarm",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Necromancy_Infect",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Necromancy_DecayingTouch",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Necromancy_BloatedCorpse",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Necromancy_DeathWish",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Necromancy_BlackShroud",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Necromancy_DeathsDoor",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Necromancy_BonePile",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Necromancy_BoneCage",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Necromancy_GraspOfTheStarved",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Necromancy_SilencingStare",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Necromancy_LastRites",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Necromancy_NecromancerTotems",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Water_BloodStorm",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Necromancy_FingerOfDeath",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Necromancy_HorridWilting",1,0,0,0,0,0,0,0
new treasuretable "CheatBooksRogue"
MinLevel "-19"
MaxLevel "19"
IgnoreLevelDiff 1
new subtable "-1"
object category "I_SKILLBOOK_Rogue_Adrenaline",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Rogue_Choloroform",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Rogue_ThrowingKnife",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Rogue_Vault",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Rogue_SerratedEdge",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Rogue_CloakAndDagger",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Rogue_Fatality",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Rogue_DaggersDrawn",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Rogue_LaunchBomber",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Rogue_CorruptedBlade",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Rogue_FanOfKnives",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Rogue_GagOrder",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Rogue_SleepingArms",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Rogue_TerrifyingCruelty",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Rogue_KneeBreaker",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_SKILLBOOK_Rogue_PlayDead",1,0,0,0,0,0,0,0
new treasuretable "ST_Skillbook_RogueTrainer"
MinLevel "-30"
MaxLevel "0"
new subtable "1,1"
object category "I_SKILLBOOK_Rogue_Adrenaline",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Rogue_Choloroform",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Rogue_ThrowingKnife",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Rogue_Vault",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Rogue_SerratedEdge",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Rogue_CloakAndDagger",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Rogue_Fatality",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Rogue_DaggersDrawn",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Rogue_CorruptedBlade",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Rogue_FanOfKnives",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Rogue_GagOrder",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Rogue_SleepingArms",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Rogue_TerrifyingCruelty",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Rogue_KneeBreaker",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Rogue_PlayDead",1,0,0,0,0,0,0,0
new treasuretable "ST_QuestReward_Medium_Choice_1"
new subtable "1,1"
object category "T_ST_QuestReward_RG_1",1,0,2,1,0,0,0,0
new subtable "1,1"
object category "T_ST_QuestReward_Medium_Choice_Extra",1,0,0,0,0,0,0,0
new treasuretable "ST_QuestReward_Medium_Choice_2"
new subtable "1,1"
object category "T_ST_QuestReward_RG_2",1,0,2,1,0,0,0,0
new subtable "1,1"
object category "T_ST_QuestReward_Medium_Choice_Extra",1,0,0,0,0,0,0,0
new treasuretable "ST_QuestReward_Medium_Choice_3"
new subtable "1,1"
object category "T_ST_QuestReward_RG_3",1,0,2,1,0,0,0,0
new subtable "1,1"
object category "T_ST_QuestReward_Medium_Choice_Extra",1,0,0,0,0,0,0,0
new treasuretable "ST_QuestReward_Medium_Choice_4"
new subtable "1,1"
object category "T_ST_QuestReward_RG_4",1,0,2,1,0,0,0,0
new treasuretable "ST_QuestReward_Medium_Choice_5"
new subtable "1,1"
object category "T_ST_QuestReward_RG_5",1,0,2,1,0,0,0,0
new treasuretable "ST_QuestReward_Medium_Choice_6"
new subtable "1,1"
object category "T_ST_QuestReward_RG_6",1,0,2,1,0,0,0,0
new treasuretable "ST_QuestReward_Hard_Choice_1"
new subtable "1,1"
StartLevel "1"
EndLevel "11"
object category "T_ST_QuestReward_RG_1",1,0,0,2,1,0,0,0
new subtable "1,1"
StartLevel "12"
object category "T_ST_QuestReward_RG_1",1,0,0,1,2,1,0,0
new subtable "1,1"
object category "T_ST_QuestReward_High_Choice_Extra",1,0,0,1,0,0,0,0
new treasuretable "ST_QuestReward_Hard_Choice_2"
new subtable "1,1"
StartLevel "1"
EndLevel "11"
