AMER_UI_Ascension_Force_TheFalcon_Title	<font color='ebc808' size='30'>The Falcon</font>
AMER_UI_Ascension_Form_Wealth_Node_3.1	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> Learn the <font color="ebc808" size="20" face="Averia Serif">Adaptation</font> skill.<br><font color='cb9780'>»</font> <font color="ebc808" size="20" face="Averia Serif">Adaptation</font> activates, granting 3 stacks, when you perform Flurry.</p>
AMER_UI_Ascension_Form_Wealth_Node_3.2	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +2 Maximum <font color="ebc808" size="20" face="Averia Serif">Adaptation</font> stacks.<br><font color='cb9780'>»</font> +14% invested Memory.</p>
AMER_UI_Ascension_Form_Wealth_Node_3.3	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +15% summon Maximum Vitality.<br><font color='cb9780'>»</font> +0.6 summon Movement Speed.</p>
AMER_UI_Ascension_Form_Wealth_Node_4	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>You may choose from:</font><br><font color='ebc808' size='21'>1) </font>When you activate <font color="ebc808" size="20" face="Averia Serif">Abeyance</font>, if you control three or more totems, sacrifice your oldest totem to reduce the damage that you would suffer from <font color="ebc808" size="20" face="Averia Serif">Abeyance</font> by 40%.<br><font color='cb9780'>  »</font> +2% to all Resistances.<br><font color='ebc808' size='21'>2) </font>If you have 5 or more stacks of <font color="ebc808" size="20" face="Averia Serif">Adaptation</font> when you cast Fortify or Peace of Mind, lose 5 stacks of <font color="ebc808" size="20" face="Averia Serif">Adaptation</font> and extend that target's Source Generation by 1 turn.<br><font color='ebc808' size='21'>3) </font>If you have 8 or more stacks of <font color="ebc808" size="20" face="Averia Serif">Adaptation</font> when you cast Meteor Shower, lose 5 stacks of <font color="ebc808" size="20" face="Averia Serif">Adaptation</font> and gain +1 effective Source Infusion level for this cast.</p>
AMER_UI_Ascension_Form_Wealth_Node_4.0	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> When you activate <font color="ebc808" size="20" face="Averia Serif">Abeyance</font>, if you control three or more totems, sacrifice your oldest totem to reduce the damage that you would suffer from <font color="ebc808" size="20" face="Averia Serif">Abeyance</font> by 40%.<br><font color='cb9780'>»</font> +2% to all Resistances.</p>
AMER_UI_Ascension_Form_Wealth_Node_4.1	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> If you have 5 or more stacks of <font color="ebc808" size="20" face="Averia Serif">Adaptation</font> when you cast Fortify or Peace of Mind, lose 5 stacks of <font color="ebc808" size="20" face="Averia Serif">Adaptation</font> and extend that target's Source Generation by 1 turn.</p>
AMER_UI_Ascension_Form_Wealth_Node_4.2	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> If you have 8 or more stacks of <font color="ebc808" size="20" face="Averia Serif">Adaptation</font> when you cast Meteor Shower, lose 5 stacks of <font color="ebc808" size="20" face="Averia Serif">Adaptation</font> and gain +1 effective Source Infusion level for this cast.</p>
AMER_UI_Ascension_Inertia_TheCasque_Title	<font color='ebc808' size='30'>The Casque</font>
AMER_UI_Ascension_Inertia_TheCasque_Desc_A	"The steel skull shelters an iron will. "<br><br><font color='a8a8a8' size='21' face='Averia Serif'>Click on a node to view its properties.</font>
AMER_UI_Ascension_Inertia_TheCasque_Rewards	Requires: 5 <font color='73b3f2' size='20' face='Averia Serif'>Inertia</font>, 1 <font color='c1a757' size='20' face='Averia Serif'>Life</font>.<br>Completion grants: 3 <font color='73b3f2' size='20' face='Averia Serif'>Inertia</font>.
AMER_UI_Ascension_Inertia_TheCasque_Node_0	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Gain:</font><br><font color='cb9780'>  »</font> +0.4% Increased Battered and Harried Threshold.<br><font color='cb9780'>  »</font> +3% Maximum Vitality.<br><br><font color='a8a8a8' size='21' face='Averia Serif'>Additionally, you may choose from:</font><br><font color='ebc808' size='21'>1) </font>+1 Constitution.<br><font color='ebc808' size='21'>2) </font>+1 Finesse.<br><font color='ebc808' size='21'>3) </font>+1 Memory.<br><font color='ebc808' size='21'>4) </font>+1 Strength.</p>
AMER_UI_Ascension_Inertia_TheCasque_Node_0.0	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +1 Constitution.</p>
AMER_UI_Ascension_Inertia_TheCasque_Node_0.1	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +1 Finesse.</p>
AMER_UI_Ascension_Inertia_TheCasque_Node_0.2	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +1 Memory.</p>
AMER_UI_Ascension_Inertia_TheCasque_Node_0.3	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +1 Strength.</p>
AMER_UI_Ascension_Inertia_TheCasque_Node_1	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>You may choose from:</font><br><font color='ebc808' size='21'>1) </font>+1 <font color='e67f7f' size='20' face='Averia Serif'>Force</font>.<br><font color='ebc808' size='21'>2) </font>+1 <font color='beb3ff' size='20' face='Averia Serif'>Entropy</font>.<br><font color='ebc808' size='21'>3) </font>+1 <font color='4ae88c' size='20' face='Averia Serif'>Form</font>.<br><font color='ebc808' size='21'>4) </font>+1 <font color='73b3f2' size='20' face='Averia Serif'>Inertia</font>.<br><font color='ebc808' size='21'>5) </font>+1 <font color='c1a757' size='20' face='Averia Serif'>Life</font>.</p>
AMER_UI_Ascension_Inertia_TheCasque_Node_1.0	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +1 <font color='e67f7f' size='20' face='Averia Serif'>Force</font>.</p>
AMER_UI_Ascension_Inertia_TheCasque_Node_1.1	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +1 <font color='beb3ff' size='20' face='Averia Serif'>Entropy</font>.</p>
AMER_UI_Ascension_Inertia_TheCasque_Node_1.2	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +1 <font color='4ae88c' size='20' face='Averia Serif'>Form</font>.</p>
AMER_UI_Ascension_Inertia_TheCasque_Node_1.3	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +1 <font color='73b3f2' size='20' face='Averia Serif'>Inertia</font>.</p>
AMER_UI_Ascension_Inertia_TheCasque_Node_1.4	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +1 <font color='c1a757' size='20' face='Averia Serif'>Life</font>.</p>
AMER_UI_Ascension_Inertia_TheCasque_Node_2	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>You may choose from:</font><br><font color='ebc808' size='21'>1) </font>+8% Dodge Chance.<br><font color='cb9780'>  »</font> +2% Physical Resistance.<br><font color='ebc808' size='21'>2) </font>+0.9 Movement Speed.<br><font color='cb9780'>  »</font> +2% Physical Resistance.<br><font color='ebc808' size='21'>3) </font>+5% Maximum Physical Armor.<br><font color='cb9780'>  »</font> +3% Physical Resistance.<br><font color='ebc808' size='21'>4) </font><font color="ebc808" size="20" face="Averia Serif">Presence</font> grants +1% missing Physical and Magic Armor regeneration per Leadership.</p>
AMER_UI_Ascension_Inertia_TheCasque_Node_2.0	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +8% Dodge Chance.<br><font color='cb9780'>»</font> +2% Physical Resistance.</p>
AMER_UI_Ascension_Inertia_TheCasque_Node_2.1	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +0.9 Movement Speed.<br><font color='cb9780'>»</font> +2% Physical Resistance.</p>
AMER_UI_Ascension_Inertia_TheCasque_Node_2.2	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +5% Maximum Physical Armor.<br><font color='cb9780'>»</font> +3% Physical Resistance.</p>
AMER_UI_Ascension_Inertia_TheCasque_Node_2.3	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> <font color="ebc808" size="20" face="Averia Serif">Presence</font> grants +1% missing Physical and Magic Armor regeneration per Leadership.</p>
AMER_UI_Ascension_Inertia_TheCasque_Node_3	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Gain:</font><br><font color='cb9780'>  »</font> +2% to Elemental Resistances.<br><br><font color='a8a8a8' size='21' face='Averia Serif'>Additionally, you may choose from:</font><br><font color='ebc808' size='21'>1) </font>Learn the Mercy skill, which activates <font color="ebc808" size="20" face="Averia Serif">Benevolence</font> on allies around you.<br><font color='cb9780'>  »</font> If you have a free off hand, when an ally activates <font color="ebc808" size="20" face="Averia Serif">Paucity</font> or <font color="ebc808" size="20" face="Averia Serif">Purity</font>, activate <font color="ebc808" size="20" face="Averia Serif">Benevolence</font>, removing +1 Battered and Harried.<br><font color='ebc808' size='21'>2) </font>Perform <font color="ebc808" size="20" face="Averia Serif">Celestial</font> on allies you can see when a friendly effect removes Battered or Harried from them.<br><font color='ebc808' size='21'>3) </font>Perform <font color="ebc808" size="20" face="Averia Serif">Celestial</font> on allies you can see when they reach 3 stacks or more of <font color="ebc808" size="20" face="Averia Serif">Elementalist</font>, once per ally per round.</p>
AMER_UI_Ascension_Inertia_TheCasque_Node_3.0	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> Learn the Mercy skill, which activates <font color="ebc808" size="20" face="Averia Serif">Benevolence</font> on allies around you.<br><font color='cb9780'>»</font> If you have a free off hand, when an ally activates <font color="ebc808" size="20" face="Averia Serif">Paucity</font> or <font color="ebc808" size="20" face="Averia Serif">Purity</font>, activate <font color="ebc808" size="20" face="Averia Serif">Benevolence</font>, removing +1 Battered and Harried.</p>
AMER_UI_Ascension_Inertia_TheCasque_Node_3.1	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> Perform <font color="ebc808" size="20" face="Averia Serif">Celestial</font> on allies you can see when a friendly effect removes Battered or Harried from them.</p>
AMER_UI_Ascension_Inertia_TheCasque_Node_3.2	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> Perform <font color="ebc808" size="20" face="Averia Serif">Celestial</font> on allies you can see when they reach 3 stacks or more of <font color="ebc808" size="20" face="Averia Serif">Elementalist</font>, once per ally per round.</p>
AMER_UI_Ascension_Inertia_TheCasque_Node_4	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>You may choose from:</font><br><font color='ebc808' size='21'>1) </font>Once per round, when you remove three or more stacks of Battered or Harried with <font color="ebc808" size="20" face="Averia Serif">Benevolence</font>, gain a exceptional amount of base Physical and Magical Armor (based on character level) for 2 turns.<br><font color='cb9780'>  »</font> +2% to Elemental Resistances.<br><font color='ebc808' size='21'>2) </font>Once per round, duplicate the effect of your <font color="ebc808" size="20" face="Averia Serif">Celestial</font> reaction on yourself.</p>
AMER_UI_Ascension_Inertia_TheCasque_Node_4.0	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> Once per round, when you remove three or more stacks of Battered or Harried with <font color="ebc808" size="20" face="Averia Serif">Benevolence</font>, gain a exceptional amount of base Physical and Magical Armor (based on character level) for 2 turns.<br><font color='cb9780'>»</font> +2% to Elemental Resistances.</p>
AMER_UI_Ascension_Inertia_TheCasque_Node_4.1	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> Once per round, duplicate the effect of your <font color="ebc808" size="20" face="Averia Serif">Celestial</font> reaction on yourself.</p>
AMER_UI_Ascension_Inertia_TheCenturion_Title	<font color='ebc808' size='30'>The Centurion</font>
AMER_UI_Ascension_Inertia_TheCenturion_Desc_A	"Pay all debts in kind."<br><br><font color='a8a8a8' size='21' face='Averia Serif'>Click on a node to view its properties.</font>
AMER_UI_Ascension_Inertia_TheCenturion_Rewards	Requires: 1 <font color='4ae88c' size='20' face='Averia Serif'>Form</font>, 3 <font color='73b3f2' size='20' face='Averia Serif'>Inertia</font>, 2 <font color='c1a757' size='20' face='Averia Serif'>Life</font>.<br>Completion grants: 2 <font color='73b3f2' size='20' face='Averia Serif'>Inertia</font>, 1 <font color='c1a757' size='20' face='Averia Serif'>Life</font>.
AMER_UI_Ascension_Inertia_TheCenturion_Node_0	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Gain:</font><br><font color='cb9780'>  »</font> +0.3% Increased Battered and Harried Threshold.<br><font color='cb9780'>  »</font> +0.4 Movement Speed.<br><br><font color='a8a8a8' size='21' face='Averia Serif'>Additionally, you may choose from:</font><br><font color='ebc808' size='21'>1) </font>+1 Constitution.<br><font color='ebc808' size='21'>2) </font>+1 Finesse.<br><font color='ebc808' size='21'>3) </font>+1 Memory.<br><font color='ebc808' size='21'>4) </font>+1 Strength.</p>
AMER_UI_Ascension_Inertia_TheCenturion_Node_0.0	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +1 Constitution.</p>
AMER_UI_Ascension_Inertia_TheCenturion_Node_0.1	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +1 Finesse.</p>
AMER_UI_Ascension_Inertia_TheCenturion_Node_0.2	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +1 Memory.</p>
AMER_UI_Ascension_Inertia_TheCenturion_Node_0.3	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +1 Strength.</p>
AMER_UI_Ascension_Inertia_TheCenturion_Node_1	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>You may choose from:</font><br><font color='ebc808' size='21'>1) </font>+1 <font color='e67f7f' size='20' face='Averia Serif'>Force</font>.<br><font color='ebc808' size='21'>2) </font>+1 <font color='beb3ff' size='20' face='Averia Serif'>Entropy</font>.<br><font color='ebc808' size='21'>3) </font>+1 <font color='4ae88c' size='20' face='Averia Serif'>Form</font>.<br><font color='ebc808' size='21'>4) </font>+1 <font color='73b3f2' size='20' face='Averia Serif'>Inertia</font>.<br><font color='ebc808' size='21'>5) </font>+1 <font color='c1a757' size='20' face='Averia Serif'>Life</font>.</p>
AMER_UI_Ascension_Inertia_TheCenturion_Node_1.0	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +1 <font color='e67f7f' size='20' face='Averia Serif'>Force</font>.</p>
AMER_UI_Ascension_Inertia_TheCenturion_Node_1.1	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +1 <font color='beb3ff' size='20' face='Averia Serif'>Entropy</font>.</p>
AMER_UI_Ascension_Inertia_TheCenturion_Node_1.2	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +1 <font color='4ae88c' size='20' face='Averia Serif'>Form</font>.</p>
AMER_UI_Ascension_Inertia_TheCenturion_Node_1.3	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +1 <font color='73b3f2' size='20' face='Averia Serif'>Inertia</font>.</p>
AMER_UI_Ascension_Inertia_TheCenturion_Node_1.4	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +1 <font color='c1a757' size='20' face='Averia Serif'>Life</font>.</p>
AMER_UI_Ascension_Inertia_TheCenturion_Node_2	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>You may choose from:</font><br><font color='ebc808' size='21'>1) </font>+8% Accuracy.<br><font color='cb9780'>  »</font> +4% Critical Chance.<br><font color='ebc808' size='21'>2) </font>+13% Damage.<br><font color='cb9780'>  »</font> +4% Critical Chance.<br><font color='ebc808' size='21'>3) </font>+6 Initiative.<br><font color='cb9780'>  »</font> +15% invested Strength.<br><font color='ebc808' size='21'>4) </font>Once per turn, <font color="ebc808" size="20" face="Averia Serif">Centurion</font> reactions performed while <font color="ebc808" size="20" face="Averia Serif">Defiance</font> is active afflict the target with 1 additional stack of Battered and Harried.</p>
AMER_UI_Ascension_Inertia_TheCenturion_Node_2.0	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +8% Accuracy.<br><font color='cb9780'>»</font> +4% Critical Chance.</p>
AMER_UI_Ascension_Inertia_TheCenturion_Node_2.1	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +13% Damage.<br><font color='cb9780'>»</font> +4% Critical Chance.</p>
AMER_UI_Ascension_Inertia_TheCenturion_Node_2.2	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +6 Initiative.<br><font color='cb9780'>»</font> +15% invested Strength.</p>
AMER_UI_Ascension_Inertia_TheCenturion_Node_2.3	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> Once per turn, <font color="ebc808" size="20" face="Averia Serif">Centurion</font> reactions performed while <font color="ebc808" size="20" face="Averia Serif">Defiance</font> is active afflict the target with 1 additional stack of Battered and Harried.</p>
AMER_UI_Ascension_Inertia_TheCenturion_Node_3	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>You may choose from:</font><br><font color='ebc808' size='21'>1) </font><font color="ebc808" size="20" face="Averia Serif">Centurion</font> reactions can be performed when an enemy you can see within weapon range (up to 5m away) hits a non-self ally with a basic attack or spell.<br><font color='ebc808' size='21'>2) </font>When you perform your third <font color="ebc808" size="20" face="Averia Serif">Celestial</font> and/or <font color="ebc808" size="20" face="Averia Serif">Centurion</font> reaction in a single round, activate <font color="ebc808" size="20" face="Averia Serif">Ward</font> and extend Source Generation by 1 turn.<br><font color='ebc808' size='21'>3) </font><font color="ebc808" size="20" face="Averia Serif">Centurion</font> reactions can be performed when your <font color="ebc808" size="20" face="Averia Serif">Ward</font> is caused to activate due to an enemy.</p>
AMER_UI_Ascension_Inertia_TheCenturion_Node_3.0	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> <font color="ebc808" size="20" face="Averia Serif">Centurion</font> reactions can be performed when an enemy you can see within weapon range (up to 5m away) hits a non-self ally with a basic attack or spell.</p>
AMER_UI_Ascension_Inertia_TheCenturion_Node_3.1	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> When you perform your third <font color="ebc808" size="20" face="Averia Serif">Celestial</font> and/or <font color="ebc808" size="20" face="Averia Serif">Centurion</font> reaction in a single round, activate <font color="ebc808" size="20" face="Averia Serif">Ward</font> and extend Source Generation by 1 turn.</p>
AMER_UI_Ascension_Inertia_TheCenturion_Node_3.2	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> <font color="ebc808" size="20" face="Averia Serif">Centurion</font> reactions can be performed when your <font color="ebc808" size="20" face="Averia Serif">Ward</font> is caused to activate due to an enemy.</p>
AMER_UI_Ascension_Inertia_TheCenturion_Node_4	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>You may choose from:</font><br><font color='ebc808' size='21'>1) </font>Source Infusion 1: when you perform a <font color="ebc808" size="20" face="Averia Serif">Centurion</font> reaction, apply Ruptured Tendons for 1 turn to enemies you hit.<br><font color='ebc808' size='21'>2) </font>When you perform a <font color="ebc808" size="20" face="Averia Serif">Centurion</font> reaction, activate <font color="ebc808" size="20" face="Averia Serif">Violent Strike</font> and gain +20% damage (+3% per invested Strength) during the reaction.<br><font color='ebc808' size='21'>3) </font>Your <font color="ebc808" size="20" face="Averia Serif">Ward</font> grants <font color="ebc808" size="20" face="Averia Serif">Volatile Armor</font>: 15% of Armor damage taken is dealt to others within 2m as physical damage.</p>
AMER_UI_Ascension_Inertia_TheCenturion_Node_4.0	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> Source Infusion 1: when you perform a <font color="ebc808" size="20" face="Averia Serif">Centurion</font> reaction, apply Ruptured Tendons for 1 turn to enemies you hit.</p>
AMER_UI_Ascension_Inertia_TheCenturion_Node_4.1	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> When you perform a <font color="ebc808" size="20" face="Averia Serif">Centurion</font> reaction, activate <font color="ebc808" size="20" face="Averia Serif">Violent Strike</font> and gain +20% damage (+3% per invested Strength) during the reaction.</p>
AMER_UI_Ascension_Inertia_TheCenturion_Node_4.2	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> Your <font color="ebc808" size="20" face="Averia Serif">Ward</font> grants <font color="ebc808" size="20" face="Averia Serif">Volatile Armor</font>: 15% of Armor damage taken is dealt to others within 2m as physical damage.</p>
AMER_UI_Ascension_Inertia_TheGladiator_Title	<font color='ebc808' size='30'>The Gladiator</font>
AMER_UI_Ascension_Inertia_TheGladiator_Desc_A	"Glorious deeds echo through eternity."<br><br><font color='a8a8a8' size='21' face='Averia Serif'>Click on a node to view its properties.</font>
AMER_UI_Ascension_Inertia_TheGladiator_Rewards	Requires: 3 <font color='4ae88c' size='20' face='Averia Serif'>Form</font>, 3 <font color='73b3f2' size='20' face='Averia Serif'>Inertia</font>.<br>Completion grants: 1 <font color='4ae88c' size='20' face='Averia Serif'>Form</font>, 2 <font color='73b3f2' size='20' face='Averia Serif'>Inertia</font>.
AMER_UI_Ascension_Inertia_TheGladiator_Node_0	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Gain:</font><br><font color='cb9780'>  »</font> +5% Dodge Chance.<br><font color='cb9780'>  »</font> +1 Initiative.<br><br><font color='a8a8a8' size='21' face='Averia Serif'>Additionally, you may choose from:</font><br><font color='ebc808' size='21'>1) </font>+1 Constitution.<br><font color='ebc808' size='21'>2) </font>+1 Finesse.<br><font color='ebc808' size='21'>3) </font>+1 Memory.<br><font color='ebc808' size='21'>4) </font>+1 Strength.</p>
AMER_UI_Ascension_Inertia_TheGladiator_Node_0.0	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +1 Constitution.</p>
AMER_UI_Ascension_Inertia_TheGladiator_Node_0.1	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +1 Finesse.</p>
AMER_UI_Ascension_Inertia_TheGladiator_Node_0.2	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +1 Memory.</p>
AMER_UI_Ascension_Inertia_TheGladiator_Node_0.3	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +1 Strength.</p>
AMER_UI_Ascension_Inertia_TheGladiator_Node_1	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>You may choose from:</font><br><font color='ebc808' size='21'>1) </font>+1 <font color='e67f7f' size='20' face='Averia Serif'>Force</font>.<br><font color='ebc808' size='21'>2) </font>+1 <font color='beb3ff' size='20' face='Averia Serif'>Entropy</font>.<br><font color='ebc808' size='21'>3) </font>+1 <font color='4ae88c' size='20' face='Averia Serif'>Form</font>.<br><font color='ebc808' size='21'>4) </font>+1 <font color='73b3f2' size='20' face='Averia Serif'>Inertia</font>.<br><font color='ebc808' size='21'>5) </font>+1 <font color='c1a757' size='20' face='Averia Serif'>Life</font>.</p>
AMER_UI_Ascension_Inertia_TheGladiator_Node_1.0	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +1 <font color='e67f7f' size='20' face='Averia Serif'>Force</font>.</p>
AMER_UI_Ascension_Inertia_TheGladiator_Node_1.1	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +1 <font color='beb3ff' size='20' face='Averia Serif'>Entropy</font>.</p>
AMER_UI_Ascension_Inertia_TheGladiator_Node_1.2	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +1 <font color='4ae88c' size='20' face='Averia Serif'>Form</font>.</p>
AMER_UI_Ascension_Inertia_TheGladiator_Node_1.3	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +1 <font color='73b3f2' size='20' face='Averia Serif'>Inertia</font>.</p>
AMER_UI_Ascension_Inertia_TheGladiator_Node_1.4	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +1 <font color='c1a757' size='20' face='Averia Serif'>Life</font>.</p>
AMER_UI_Ascension_Inertia_TheGladiator_Node_2	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>You may choose from:</font><br><font color='ebc808' size='21'>1) </font>+8% Accuracy.<br><font color='cb9780'>  »</font> +5% Dodge Chance.<br><font color='ebc808' size='21'>2) </font>+14% Damage.<br><font color='cb9780'>  »</font> +5% Dodge Chance.<br><font color='ebc808' size='21'>3) </font>+6 Initiative.<br><font color='cb9780'>  »</font> +8% Dodge Chance.<br><font color='ebc808' size='21'>4) </font>+2 Maximum <font color="ebc808" size="20" face="Averia Serif">Adaptation</font> stacks.</p>
AMER_UI_Ascension_Inertia_TheGladiator_Node_2.0	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +8% Accuracy.<br><font color='cb9780'>»</font> +5% Dodge Chance.</p>
AMER_UI_Ascension_Inertia_TheGladiator_Node_2.1	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +14% Damage.<br><font color='cb9780'>»</font> +5% Dodge Chance.</p>
